,id,geometry,samples
170,0,POINT (820885.2194239222 2184416.071999508),"[[ 2.7300000e+02  5.1800000e+02  4.2900000e+02  1.0900000e+03
   2.9240000e+03 -6.9901222e-01  7.4410975e-01]]"
171,0,POINT (821025.3134361163 2184351.322179844),"[[ 2.6300000e+02  5.3100000e+02  4.0100000e+02  1.0230000e+03
   2.9500000e+03 -6.9491524e-01  7.6066846e-01]]"
172,0,POINT (820398.7664049028 2184329.3940888774),"[[ 4.820000e+02  7.170000e+02  7.420000e+02  1.159000e+03  2.512000e+03
  -5.558997e-01  5.439459e-01]]"
173,0,POINT (821254.3066418255 2184295.261644104),"[[ 3.270000e+02  5.760000e+02  4.820000e+02  1.093000e+03  2.903000e+03
  -6.688704e-01  7.152142e-01]]"
174,0,POINT (821422.5077316423 2184252.2685380005),"[[ 2.7400000e+02  5.3800000e+02  4.6200000e+02  1.1270000e+03
   3.0400000e+03 -6.9927335e-01  7.3615074e-01]]"
175,0,POINT (803174.4501387349 2182816.381363998),"[[ 4.0800000e+02  6.0300000e+02  6.4600000e+02  1.1770000e+03
   2.6350000e+03 -6.2754786e-01  6.0621762e-01]]"
176,0,POINT (803367.3408593477 2182366.4507892183),"[[ 1.440000e+02  4.370000e+02  2.040000e+02  9.180000e+02  4.148000e+03
  -8.093784e-01  9.062500e-01]]"
177,0,POINT (804062.4885256644 2181291.2469383543),"[[ 1.4800000e+02  4.2900000e+02  3.3500000e+02  1.0170000e+03
   2.8790000e+03 -7.4062878e-01  7.9153705e-01]]"
178,0,POINT (804891.2751629066 2180529.9105907558),"[[ 3.0400000e+02  6.3500000e+02  5.0700000e+02  1.3480000e+03
   3.6620000e+03 -7.0444494e-01  7.5677621e-01]]"
179,0,POINT (804681.082767949 2180738.7851575115),"[[ 4.7700000e+02  7.3800000e+02  9.2200000e+02  1.2310000e+03
   2.3770000e+03 -5.2616370e-01  4.4104275e-01]]"
180,0,POINT (804696.8424930878 2180650.525017433),"[[ 3.680000e+02  6.840000e+02  7.570000e+02  1.429000e+03  3.231000e+03
  -6.505747e-01  6.203611e-01]]"
181,0,POINT (804585.5332190902 2181222.2856755895),"[[ 2.950000e+02  5.470000e+02  5.450000e+02  1.085000e+03  2.934000e+03
  -6.857225e-01  6.866916e-01]]"
182,1,POINT (809854.2543305862 2181885.121534152),"[[ 8.400000e+01  2.160000e+02  1.880000e+02  6.170000e+02  1.845000e+03
  -7.903930e-01  8.150517e-01]]"
183,1,POINT (807783.7984324143 2183371.787287402),"[[ 6.900000e+01  1.590000e+02  1.550000e+02  5.440000e+02  1.913000e+03
  -8.465251e-01  8.500967e-01]]"
184,1,POINT (810030.6494469075 2181983.8043600353),"[[ 8.1000000e+01  2.3500000e+02  1.7400000e+02  6.1900000e+02
   1.9840000e+03 -7.8819287e-01  8.3873957e-01]]"
185,1,POINT (809970.9410663408 2182343.954694538),"[[ 1.140000e+02  2.130000e+02  2.080000e+02  5.950000e+02  1.811000e+03
  -7.895257e-01  7.939574e-01]]"
186,1,POINT (810033.7110639405 2182830.1658076216),"[[ 1.280000e+02  2.020000e+02  1.950000e+02  5.920000e+02  1.874000e+03
  -8.053950e-01  8.115031e-01]]"
187,1,POINT (810108.7367916388 2181386.7053254223),"[[ 1.0700000e+02  3.3100000e+02  1.6500000e+02  7.8300000e+02
   2.5050000e+03 -7.6657265e-01  8.7640452e-01]]"
188,1,POINT (810955.4548654851 2181043.805764697),"[[ 2.1400000e+02  3.4300000e+02  3.4500000e+02  7.1500000e+02
   1.5800000e+03 -6.4326572e-01  6.4155847e-01]]"
189,1,POINT (808586.2040004795 2180028.706750142),"[[ 1.190000e+02  2.580000e+02  1.890000e+02  6.510000e+02  1.865000e+03
  -7.569477e-01  8.159688e-01]]"
190,1,POINT (808581.5343017303 2179886.967125735),"[[ 1.6100000e+02  2.5800000e+02  2.7600000e+02  5.9800000e+02
   1.4880000e+03 -7.0446736e-01  6.8707484e-01]]"
191,1,POINT (816550.7031730692 2182134.0123022837),"[[ 1.290000e+02  1.900000e+02  1.980000e+02  5.780000e+02  1.541000e+03
  -7.804737e-01  7.722829e-01]]"
192,1,POINT (817481.1769979177 2183892.8475744957),"[[ 1.0900000e+02  2.4700000e+02  2.0700000e+02  6.3200000e+02
   1.8350000e+03 -7.6272815e-01  7.9725760e-01]]"
193,1,POINT (815845.7653390423 2184717.067228466),"[[ 1.0300000e+02  3.2800000e+02  1.9300000e+02  7.3900000e+02
   2.8680000e+03 -7.9474342e-01  8.7389743e-01]]"
194,1,POINT (815510.9037161259 2184318.0885035987),"[[ 9.400000e+01  2.920000e+02  1.460000e+02  7.890000e+02  2.900000e+03
  -8.170426e-01  9.041366e-01]]"
195,1,POINT (815376.4259203668 2184067.8408636805),"[[ 1.400000e+02  2.630000e+02  2.070000e+02  6.660000e+02  2.003000e+03
  -7.678729e-01  8.126697e-01]]"
196,1,POINT (816739.0880301216 2184757.7527030054),"[[ 9.0000000e+01  2.9400000e+02  1.5300000e+02  7.4600000e+02
   2.6520000e+03 -8.0040735e-01  8.9090908e-01]]"
197,1,POINT (820914.9440912219 2184101.4550319198),"[[ 5.3000000e+01  1.7000000e+02  1.4200000e+02  5.4900000e+02
   1.8210000e+03 -8.2923156e-01  8.5532349e-01]]"
198,1,POINT (821959.089614159 2183783.9261235893),"[[ 8.9000000e+01  2.7000000e+02  1.7900000e+02  7.3900000e+02
   2.3190000e+03 -7.9142529e-01  8.5668534e-01]]"
199,1,POINT (818363.9026396032 2182936.593957637),"[[ 1.060000e+02  2.590000e+02  1.660000e+02  6.600000e+02  2.046000e+03
  -7.752712e-01  8.499096e-01]]"
200,1,POINT (816895.9893023642 2182949.333310728),"[[ 1.1000000e+02  2.0700000e+02  1.3800000e+02  5.9400000e+02
   1.8660000e+03 -8.0028945e-01  8.6227542e-01]]"
201,1,POINT (805713.2844130972 2184054.8196739587),"[[ 8.30000e+01  2.20000e+02  1.73000e+02  6.37000e+02  1.86600e+03
  -7.89070e-01  8.30309e-01]]"
202,1,POINT (805664.0033269064 2182570.4133287747),"[[ 1.3400000e+02  3.3700000e+02  2.4100000e+02  7.4800000e+02
   1.6940000e+03 -6.6814375e-01  7.5090438e-01]]"
203,1,POINT (805964.6413417959 2181037.0093203452),"[[ 1.3300000e+02  2.6100000e+02  2.1500000e+02  6.8000000e+02
   1.5730000e+03 -7.1537620e-01  7.5950783e-01]]"
204,1,POINT (806887.3218322909 2179691.2498353706),"[[ 1.6500000e+02  2.9100000e+02  2.9000000e+02  5.7200000e+02
   1.0540000e+03 -5.6728625e-01  5.6845236e-01]]"
205,1,POINT (809464.1389814222 2182706.936654831),"[[ 8.0000000e+01  1.9500000e+02  1.3400000e+02  6.3800000e+02
   2.0720000e+03 -8.2796645e-01  8.7851316e-01]]"
206,5,POINT (805962.5305877059 2182506.498374061),[[nan nan nan nan nan nan nan]]
207,5,POINT (805498.7578550281 2182755.2389527936),[[nan nan nan nan nan nan nan]]
208,2,POINT (806409.1958705685 2182838.175217774),"[[ 1.7000000e+02  3.8800000e+02  3.2100000e+02  8.1400000e+02
   6.7800000e+02 -2.7204502e-01  3.5735735e-01]]"
209,5,POINT (807677.4628830804 2181487.930033258),[[nan nan nan nan nan nan nan]]
210,5,POINT (808371.6294424544 2181618.571884804),[[nan nan nan nan nan nan nan]]
211,2,POINT (808832.5910749778 2181844.3442570046),"[[ 2.950000e+02  6.270000e+02  5.510000e+02  1.066000e+03  1.127000e+03
  -2.850627e-01  3.432658e-01]]"
212,5,POINT (810037.2485359483 2181605.015418878),[[nan nan nan nan nan nan nan]]
213,5,POINT (811107.4861995366 2180600.2474490744),[[nan nan nan nan nan nan nan]]
214,2,POINT (813961.346249896 2181498.510669286),"[[ 2.6600000e+02  2.3000000e+02  3.4300000e+02  4.5700000e+02
   9.1200000e+02 -5.9719789e-01  4.5338646e-01]]"
215,2,POINT (816509.8075718621 2181228.4564064373),"[[ 6.3700000e+02  8.6800000e+02  1.2420000e+03  1.4950000e+03
   1.9460000e+03 -3.8308457e-01  2.2082810e-01]]"
216,5,POINT (821281.9246572922 2183210.394025668),[[nan nan nan nan nan nan nan]]
217,2,POINT (806276.2562354398 2180420.8802670846),"[[ 1.5200000e+02  2.4800000e+02  2.9500000e+02  6.6000000e+02
   5.9200000e+02 -4.0952381e-01  3.3483651e-01]]"
218,2,POINT (808104.0015332729 2180409.913234005),"[[ 3.030000e+02  3.010000e+02  4.270000e+02  6.240000e+02  9.910000e+02
  -5.340557e-01  3.977433e-01]]"
219,5,POINT (804985.8939660128 2182128.557384345),[[nan nan nan nan nan nan nan]]
220,5,POINT (803823.2493747029 2183254.107135338),[[nan nan nan nan nan nan nan]]
221,5,POINT (806870.2425467796 2182180.4325653696),[[nan nan nan nan nan nan nan]]
222,5,POINT (806817.0289060025 2181754.5930042136),[[nan nan nan nan nan nan nan]]
223,5,POINT (814965.9648086745 2182052.7711617444),[[nan nan nan nan nan nan nan]]
224,5,POINT (813316.9975163637 2181421.6417576843),[[nan nan nan nan nan nan nan]]
225,5,POINT (817828.4808384723 2182946.4951271946),[[nan nan nan nan nan nan nan]]
226,5,POINT (816553.7633454821 2183313.2864068835),[[nan nan nan nan nan nan nan]]
227,5,POINT (809776.9368004736 2180545.178109241),[[nan nan nan nan nan nan nan]]
228,5,POINT (808445.4515375326 2180904.527063579),[[nan nan nan nan nan nan nan]]
229,5,POINT (812352.9767712236 2180122.6978805475),[[nan nan nan nan nan nan nan]]
230,5,POINT (812053.242122878 2180149.317895468),[[nan nan nan nan nan nan nan]]
231,4,POINT (811856.8575712561 2180174.210537298),"[[ 4.9900000e+02  7.1700000e+02  8.1500000e+02  1.1290000e+03
   2.3710000e+03 -5.3562176e-01  4.8838669e-01]]"
232,5,POINT (815430.728931352 2179546.5125836385),[[nan nan nan nan nan nan nan]]
233,5,POINT (815382.6020165867 2179749.311863142),[[nan nan nan nan nan nan nan]]
234,4,POINT (815476.6251739395 2179570.34679841),"[[ 6.750000e+02  8.140000e+02  1.060000e+03  1.126000e+03  1.816000e+03
  -3.809886e-01  2.628651e-01]]"
235,4,POINT (815465.9825852507 2179366.50488979),"[[ 9.7600000e+02  1.2360000e+03  1.3210000e+03  1.5770000e+03
   2.4920000e+03 -3.3690986e-01  3.0710727e-01]]"
236,4,POINT (803550.1916791336 2181774.70100705),"[[ 5.550000e+02  7.870000e+02  9.640000e+02  1.223000e+03  2.089000e+03
  -4.527121e-01  3.684900e-01]]"
237,5,POINT (802483.2119841913 2183981.8590397523),[[nan nan nan nan nan nan nan]]
238,4,POINT (802519.9924382758 2183913.4455116824),"[[ 9.8100000e+02  1.1020000e+03  1.2300000e+03  1.4460000e+03
   2.0450000e+03 -2.9965046e-01  2.4885496e-01]]"
239,5,POINT (812661.9685230794 2180177.7013476426),[[nan nan nan nan nan nan nan]]
240,5,POINT (812548.2241076869 2180264.243736123),[[nan nan nan nan nan nan nan]]
241,5,POINT (812746.4528117683 2180235.8496391834),[[nan nan nan nan nan nan nan]]
242,5,POINT (812366.2496574898 2180076.8902549534),[[nan nan nan nan nan nan nan]]
243,5,POINT (811931.4826058605 2180083.437098894),[[nan nan nan nan nan nan nan]]
244,5,POINT (811938.0477938666 2180115.426067957),[[nan nan nan nan nan nan nan]]
245,0,POINT (805778.3754626596 2179592.49821418),"[[ 5.270000e+02  7.600000e+02  8.280000e+02  1.163000e+03  2.443000e+03
  -5.254449e-01  4.937328e-01]]"
246,0,POINT (805340.2669902405 2180002.8680414646),"[[ 4.3800000e+02  6.0000000e+02  8.0200000e+02  1.1880000e+03
   2.4990000e+03 -6.1277831e-01  5.1408666e-01]]"
247,0,POINT (805128.3042297964 2180314.412485644),"[[ 2.2400000e+02  4.2800000e+02  3.4800000e+02  8.8200000e+02
   2.6930000e+03 -7.2572893e-01  7.7112794e-01]]"
248,0,POINT (804282.7713353664 2181220.648772514),"[[ 1.6500000e+02  3.2600000e+02  2.3400000e+02  7.7300000e+02
   3.3560000e+03 -8.2292235e-01  8.6963791e-01]]"
249,0,POINT (804294.2019941394 2182010.487084834),"[[ 2.4400000e+02  3.9400000e+02  4.2000000e+02  8.5300000e+02
   2.5730000e+03 -7.3441184e-01  7.1934515e-01]]"
250,0,POINT (803031.98507598 2182711.272315776),"[[ 2.310000e+02  3.900000e+02  3.980000e+02  7.880000e+02  2.302000e+03
  -7.102526e-01  7.051852e-01]]"
251,0,POINT (802997.3444944271 2182862.9334645877),"[[ 2.0700000e+02  3.3400000e+02  3.4100000e+02  7.8500000e+02
   2.3890000e+03 -7.5468236e-01  7.5018317e-01]]"
252,0,POINT (811537.6450744374 2180092.481076361),"[[ 2.760000e+02  3.670000e+02  5.920000e+02  9.520000e+02  2.161000e+03
  -7.096519e-01  5.699237e-01]]"
253,0,POINT (813598.5310054515 2180404.8908175454),"[[ 2.950000e+02  4.420000e+02  5.570000e+02  9.480000e+02  2.631000e+03
  -7.123332e-01  6.505646e-01]]"
254,0,POINT (813722.8130082601 2180428.3291027653),"[[ 3.2600000e+02  4.4700000e+02  5.7100000e+02  9.2000000e+02
   1.9740000e+03 -6.3073111e-01  5.5127704e-01]]"
255,0,POINT (815112.434870421 2179815.365494294),"[[ 2.5000000e+02  3.6400000e+02  3.8500000e+02  8.8300000e+02
   2.6730000e+03 -7.6028979e-01  7.4820143e-01]]"
256,0,POINT (818355.8360738828 2180549.509001061),"[[ 4.4800000e+02  5.2700000e+02  7.8500000e+02  9.9800000e+02
   1.7650000e+03 -5.4013962e-01  3.8431373e-01]]"
257,0,POINT (817933.911563315 2180634.0544241057),"[[ 3.7100000e+02  5.2900000e+02  7.3000000e+02  1.0280000e+03
   1.8700000e+03 -5.5898291e-01  4.3846154e-01]]"
258,0,POINT (818829.4289375858 2180763.399522155),"[[ 2.940000e+02  4.300000e+02  5.390000e+02  8.530000e+02  1.940000e+03
  -6.371308e-01  5.651472e-01]]"
259,0,POINT (821691.0603781282 2184175.6816424076),"[[ 4.0000000e+02  5.8900000e+02  6.3500000e+02  1.1830000e+03
   2.6310000e+03 -6.3416147e-01  6.1114514e-01]]"
260,0,POINT (820787.2362683915 2184318.695590521),"[[ 3.580000e+02  5.740000e+02  6.470000e+02  1.024000e+03  2.384000e+03
  -6.118999e-01  5.730782e-01]]"
261,0,POINT (820885.2194239222 2184416.071999508),"[[ 2.400000e+02  4.110000e+02  3.470000e+02  9.430000e+02  2.744000e+03
  -7.394612e-01  7.754772e-01]]"
262,0,POINT (821025.3134361163 2184351.322179844),"[[ 1.7200000e+02  4.0900000e+02  3.5800000e+02  9.1300000e+02
   2.8680000e+03 -7.5038147e-01  7.7805334e-01]]"
263,0,POINT (820398.7664049028 2184329.3940888774),"[[ 4.3000000e+02  6.2700000e+02  7.5100000e+02  1.1250000e+03
   2.3110000e+03 -5.7317901e-01  5.0947094e-01]]"
264,0,POINT (821254.3066418255 2184295.261644104),"[[ 2.4600000e+02  4.6500000e+02  4.3300000e+02  9.8200000e+02
   2.5850000e+03 -6.9508195e-01  7.1305501e-01]]"
265,0,POINT (821422.5077316423 2184252.2685380005),"[[ 2.5400000e+02  4.4200000e+02  3.7500000e+02  9.7000000e+02
   2.7420000e+03 -7.2236180e-01  7.5938404e-01]]"
266,0,POINT (803174.4501387349 2182816.381363998),"[[ 3.030000e+02  4.840000e+02  5.840000e+02  1.012000e+03  2.329000e+03
  -6.558834e-01  5.990388e-01]]"
267,0,POINT (803367.3408593477 2182366.4507892183),"[[ 1.3600000e+02  3.6400000e+02  2.3400000e+02  9.1400000e+02
   2.9130000e+03 -7.7784556e-01  8.5128695e-01]]"
268,0,POINT (804062.4885256644 2181291.2469383543),"[[ 1.6800000e+02  3.3400000e+02  3.3900000e+02  7.9200000e+02
   3.2060000e+03 -8.1129944e-01  8.0874473e-01]]"
269,0,POINT (804891.2751629066 2180529.9105907558),"[[ 2.620000e+02  5.420000e+02  4.270000e+02  1.180000e+03  3.336000e+03
  -7.204745e-01  7.730534e-01]]"
270,0,POINT (804681.082767949 2180738.7851575115),"[[ 4.220000e+02  5.900000e+02  7.680000e+02  1.081000e+03  2.174000e+03
  -5.730825e-01  4.779062e-01]]"
271,0,POINT (804696.8424930878 2180650.525017433),"[[ 3.3300000e+02  5.4000000e+02  6.7200000e+02  1.1920000e+03
   2.8100000e+03 -6.7761195e-01  6.1401492e-01]]"
272,0,POINT (804585.5332190902 2181222.2856755895),"[[ 2.4500000e+02  4.1100000e+02  4.4900000e+02  9.3900000e+02
   2.5220000e+03 -7.1974087e-01  6.9774485e-01]]"
273,1,POINT (809854.2543305862 2181885.121534152),"[[ 2.2900000e+02  3.4200000e+02  2.3500000e+02  5.9800000e+02
   2.0880000e+03 -7.1851850e-01  7.9767543e-01]]"
274,1,POINT (807783.7984324143 2183371.787287402),"[[ 1.9900000e+02  2.7900000e+02  1.5300000e+02  4.4800000e+02
   1.6680000e+03 -7.1340525e-01  8.3196044e-01]]"
275,1,POINT (810030.6494469075 2181983.8043600353),"[[ 2.2100000e+02  3.5500000e+02  2.2600000e+02  6.5000000e+02
   2.2700000e+03 -7.2952384e-01  8.1891024e-01]]"
276,1,POINT (809970.9410663408 2182343.954694538),"[[ 2.1700000e+02  3.3000000e+02  2.1800000e+02  5.7500000e+02
   2.0920000e+03 -7.2749794e-01  8.1125540e-01]]"
277,1,POINT (810033.7110639405 2182830.1658076216),"[[ 1.880000e+02  3.270000e+02  2.150000e+02  5.890000e+02  2.049000e+03
  -7.247475e-01  8.100707e-01]]"
278,1,POINT (810108.7367916388 2181386.7053254223),"[[ 2.380000e+02  4.520000e+02  2.110000e+02  7.830000e+02  3.066000e+03
  -7.430358e-01  8.712237e-01]]"
279,1,POINT (810955.4548654851 2181043.805764697),"[[ 2.770000e+02  4.380000e+02  3.150000e+02  6.950000e+02  1.878000e+03
  -6.217617e-01  7.127223e-01]]"
280,1,POINT (808586.2040004795 2180028.706750142),"[[ 2.2800000e+02  3.9300000e+02  2.4600000e+02  6.4600000e+02
   2.2530000e+03 -7.0294785e-01  8.0312127e-01]]"
281,1,POINT (808581.5343017303 2179886.967125735),"[[ 2.5000000e+02  3.5000000e+02  2.7300000e+02  5.9500000e+02
   1.7380000e+03 -6.6475093e-01  7.2849327e-01]]"
282,1,POINT (816550.7031730692 2182134.0123022837),"[[ 3.210000e+02  4.190000e+02  2.690000e+02  6.360000e+02  1.993000e+03
  -6.525705e-01  7.621574e-01]]"
283,1,POINT (817481.1769979177 2183892.8475744957),"[[ 2.510000e+02  4.170000e+02  2.540000e+02  6.940000e+02  2.341000e+03
  -6.976070e-01  8.042389e-01]]"
284,1,POINT (815845.7653390423 2184717.067228466),"[[ 2.2800000e+02  4.8900000e+02  2.1700000e+02  8.8300000e+02
   3.1500000e+03 -7.3124486e-01  8.7110186e-01]]"
285,1,POINT (815510.9037161259 2184318.0885035987),"[[ 2.3100000e+02  4.7900000e+02  1.7300000e+02  8.7600000e+02
   3.3880000e+03 -7.5226271e-01  9.0283626e-01]]"
286,1,POINT (815376.4259203668 2184067.8408636805),"[[ 2.6600000e+02  4.0300000e+02  2.3500000e+02  6.8700000e+02
   2.3210000e+03 -7.0411158e-01  8.1611896e-01]]"
287,1,POINT (816739.0880301216 2184757.7527030054),"[[ 2.170000e+02  4.650000e+02  1.830000e+02  8.870000e+02  3.141000e+03
  -7.420965e-01  8.898917e-01]]"
288,1,POINT (820914.9440912219 2184101.4550319198),"[[ 1.380000e+02  3.150000e+02  1.480000e+02  6.480000e+02  2.169000e+03
  -7.463768e-01  8.722486e-01]]"
289,1,POINT (821959.089614159 2183783.9261235893),"[[ 1.960000e+02  5.140000e+02  2.510000e+02  8.650000e+02  2.936000e+03
  -7.020290e-01  8.424851e-01]]"
290,1,POINT (818363.9026396032 2182936.593957637),"[[ 2.580000e+02  4.700000e+02  2.560000e+02  7.800000e+02  2.583000e+03
  -6.921061e-01  8.196548e-01]]"
291,1,POINT (816895.9893023642 2182949.333310728),"[[ 2.9600000e+02  4.1400000e+02  2.5400000e+02  6.7000000e+02
   2.3650000e+03 -7.0205110e-01  8.0603284e-01]]"
292,1,POINT (805713.2844130972 2184054.8196739587),"[[ 3.4000000e+02  4.3700000e+02  2.5900000e+02  6.8600000e+02
   2.0620000e+03 -6.5026009e-01  7.7682036e-01]]"
293,1,POINT (805664.0033269064 2182570.4133287747),"[[ 2.960000e+02  4.940000e+02  3.190000e+02  8.090000e+02  2.233000e+03
  -6.376971e-01  7.500000e-01]]"
294,1,POINT (805964.6413417959 2181037.0093203452),"[[ 2.950000e+02  4.600000e+02  2.930000e+02  7.270000e+02  2.125000e+03
  -6.441006e-01  7.576510e-01]]"
295,1,POINT (806887.3218322909 2179691.2498353706),"[[ 3.2400000e+02  4.0100000e+02  3.2900000e+02  6.4900000e+02
   1.5600000e+03 -5.9102499e-01  6.5166754e-01]]"
296,1,POINT (809464.1389814222 2182706.936654831),"[[ 2.230000e+02  3.520000e+02  1.830000e+02  6.240000e+02  2.501000e+03
  -7.532422e-01  8.636364e-01]]"
297,5,POINT (805962.5305877059 2182506.498374061),[[nan nan nan nan nan nan nan]]
298,5,POINT (805498.7578550281 2182755.2389527936),[[nan nan nan nan nan nan nan]]
299,2,POINT (806409.1958705685 2182838.175217774),"[[ 2.6600000e+02  4.4500000e+02  3.4600000e+02  6.0500000e+02
   5.9700000e+02 -1.4587332e-01  2.6617178e-01]]"
300,5,POINT (807677.4628830804 2181487.930033258),[[nan nan nan nan nan nan nan]]
301,5,POINT (808371.6294424544 2181618.571884804),[[nan nan nan nan nan nan nan]]
302,2,POINT (808832.5910749778 2181844.3442570046),"[[ 3.8400000e+02  7.2800000e+02  6.1800000e+02  1.2210000e+03
   1.2710000e+03 -2.7163583e-01  3.4568554e-01]]"
303,5,POINT (810037.2485359483 2181605.015418878),[[nan nan nan nan nan nan nan]]
304,2,POINT (811107.4861995366 2180600.2474490744),"[[ 3.1800000e+02  3.8800000e+02  5.0500000e+02  6.1300000e+02
   9.7500000e+02 -4.3066764e-01  3.1756756e-01]]"
305,2,POINT (813961.346249896 2181498.510669286),"[[ 2.660000e+02  2.520000e+02  2.680000e+02  3.470000e+02  9.240000e+02
  -5.714286e-01  5.503356e-01]]"
306,2,POINT (816509.8075718621 2181228.4564064373),"[[ 7.3200000e+02  9.9200000e+02  1.2990000e+03  1.5090000e+03
   2.4180000e+03 -4.1818181e-01  3.0104923e-01]]"
307,5,POINT (821281.9246572922 2183210.394025668),[[nan nan nan nan nan nan nan]]
308,2,POINT (806276.2562354398 2180420.8802670846),"[[ 3.250000e+02  3.850000e+02  3.770000e+02  6.770000e+02  9.530000e+02
  -4.245142e-01  4.330827e-01]]"
309,2,POINT (808104.0015332729 2180409.913234005),"[[ 2.5800000e+02  2.6200000e+02  2.8200000e+02  3.6900000e+02
   7.3200000e+02 -4.7283703e-01  4.4378698e-01]]"
310,2,POINT (804985.8939660128 2182128.557384345),"[[ 4.500000e+02  4.900000e+02  5.730000e+02  6.610000e+02  1.145000e+03
  -4.006116e-01  3.329453e-01]]"
311,5,POINT (803823.2493747029 2183254.107135338),[[nan nan nan nan nan nan nan]]
312,5,POINT (806870.2425467796 2182180.4325653696),[[nan nan nan nan nan nan nan]]
313,5,POINT (806817.0289060025 2181754.5930042136),[[nan nan nan nan nan nan nan]]
314,3,POINT (814965.9648086745 2182052.7711617444),"[[ 2.2100000e+02  1.7700000e+02  9.4000000e+01  2.9000000e+01
   2.5300000e+02 -1.7674419e-01  4.5821327e-01]]"
315,5,POINT (813316.9975163637 2181421.6417576843),[[nan nan nan nan nan nan nan]]
316,3,POINT (817828.4808384723 2182946.4951271946),"[[228.        146.        106.        121.        287.         -0.3256351
    0.4605598]]"
317,3,POINT (816553.7633454821 2183313.2864068835),"[[ 2.7600000e+02  2.2600000e+02  1.5800000e+02  1.4600000e+02
   3.3700000e+02 -1.9715808e-01  3.6161616e-01]]"
318,3,POINT (809776.9368004736 2180545.178109241),"[[3.7600000e+02 3.6200000e+02 2.0700000e+02 1.6400000e+02 3.1500000e+02
  6.9423929e-02 2.0689656e-01]]"
319,3,POINT (808445.4515375326 2180904.527063579),"[[ 2.2300000e+02  1.9300000e+02  1.2100000e+02  5.4000000e+01
   2.3400000e+02 -9.6018739e-02  3.1830987e-01]]"
320,4,POINT (812352.9767712236 2180122.6978805475),"[[ 1.0970000e+03  1.3640000e+03  1.5040000e+03  1.5100000e+03
   2.5510000e+03 -3.0319285e-01  2.5819975e-01]]"
321,5,POINT (812053.242122878 2180149.317895468),[[nan nan nan nan nan nan nan]]
322,4,POINT (811856.8575712561 2180174.210537298),"[[ 5.8500000e+02  8.5400000e+02  8.3600000e+02  1.1430000e+03
   2.8090000e+03 -5.3371555e-01  5.4128945e-01]]"
323,4,POINT (815430.728931352 2179546.5125836385),"[[ 1.0560000e+03  1.3520000e+03  1.6220000e+03  1.7080000e+03
   2.5480000e+03 -3.0666667e-01  2.2206235e-01]]"
324,5,POINT (815382.6020165867 2179749.311863142),[[nan nan nan nan nan nan nan]]
325,4,POINT (815476.6251739395 2179570.34679841),"[[ 7.8800000e+02  9.5200000e+02  1.1260000e+03  1.2120000e+03
   2.2250000e+03 -4.0069246e-01  3.2796180e-01]]"
326,4,POINT (815465.9825852507 2179366.50488979),"[[ 1.1120000e+03  1.4090000e+03  1.5330000e+03  1.7050000e+03
   3.2680000e+03 -3.9747700e-01  3.6138305e-01]]"
327,4,POINT (803550.1916791336 2181774.70100705),"[[ 7.8500000e+02  1.0360000e+03  1.1350000e+03  1.3640000e+03
   2.8450000e+03 -4.6611699e-01  4.2964825e-01]]"
328,5,POINT (802483.2119841913 2183981.8590397523),[[nan nan nan nan nan nan nan]]
329,5,POINT (802519.9924382758 2183913.4455116824),[[nan nan nan nan nan nan nan]]
330,5,POINT (812661.9685230794 2180177.7013476426),[[nan nan nan nan nan nan nan]]
331,5,POINT (812548.2241076869 2180264.243736123),[[nan nan nan nan nan nan nan]]
332,4,POINT (812746.4528117683 2180235.8496391834),"[[ 1.5430000e+03  1.9960000e+03  2.0610000e+03  2.1890000e+03
   3.1000000e+03 -2.1664050e-01  2.0131758e-01]]"
333,5,POINT (812366.2496574898 2180076.8902549534),[[nan nan nan nan nan nan nan]]
334,5,POINT (811931.4826058605 2180083.437098894),[[nan nan nan nan nan nan nan]]
335,5,POINT (811938.0477938666 2180115.426067957),[[nan nan nan nan nan nan nan]]
336,0,POINT (805778.3754626596 2179592.49821418),"[[ 6.1500000e+02  7.9000000e+02  8.7100000e+02  1.1600000e+03
   2.7600000e+03 -5.5492955e-01  5.2024233e-01]]"
337,0,POINT (805340.2669902405 2180002.8680414646),"[[ 6.490000e+02  8.160000e+02  9.220000e+02  1.290000e+03  3.483000e+03
  -6.203768e-01  5.813848e-01]]"
338,0,POINT (805128.3042297964 2180314.412485644),"[[ 3.7000000e+02  5.9100000e+02  4.5500000e+02  9.8400000e+02
   3.3070000e+03 -6.9676757e-01  7.5810736e-01]]"
339,0,POINT (804282.7713353664 2181220.648772514),"[[ 3.260000e+02  4.320000e+02  2.860000e+02  7.380000e+02  3.844000e+03
  -7.979420e-01  8.615012e-01]]"
340,0,POINT (804294.2019941394 2182010.487084834),"[[ 4.1700000e+02  5.7300000e+02  5.0900000e+02  9.7300000e+02
   3.2030000e+03 -6.9650424e-01  7.2575432e-01]]"
341,0,POINT (803031.98507598 2182711.272315776),"[[ 3.9100000e+02  5.6300000e+02  5.1300000e+02  9.4800000e+02
   3.0420000e+03 -6.8765604e-01  7.1139240e-01]]"
342,0,POINT (802997.3444944271 2182862.9334645877),"[[ 3.9700000e+02  5.8000000e+02  4.8600000e+02  1.0270000e+03
   3.1440000e+03 -6.8850696e-01  7.3223138e-01]]"
