,id,geometry,samples
343,0,POINT (811537.6450744374 2180092.481076361),"[[ 3.8700000e+02  5.4500000e+02  6.4300000e+02  8.5200000e+02
   2.5390000e+03 -6.4656293e-01  5.9585166e-01]]"
344,0,POINT (813598.5310054515 2180404.8908175454),"[[ 3.5100000e+02  5.8200000e+02  4.9700000e+02  9.0500000e+02
   3.2690000e+03 -6.9774085e-01  7.3605949e-01]]"
345,0,POINT (813722.8130082601 2180428.3291027653),"[[ 4.2600000e+02  5.5500000e+02  6.4800000e+02  8.8300000e+02
   2.3250000e+03 -6.1458331e-01  5.6407666e-01]]"
346,0,POINT (815112.434870421 2179815.365494294),"[[ 3.9300000e+02  5.7800000e+02  4.9100000e+02  9.5300000e+02
   3.1100000e+03 -6.8655097e-01  7.2729796e-01]]"
347,0,POINT (818355.8360738828 2180549.509001061),"[[ 5.4900000e+02  6.9200000e+02  8.6800000e+02  1.0350000e+03
   2.2490000e+03 -5.2941179e-01  4.4305423e-01]]"
348,0,POINT (817933.911563315 2180634.0544241057),"[[ 4.9700000e+02  6.6600000e+02  8.3300000e+02  1.1010000e+03
   2.4260000e+03 -5.6921089e-01  4.8880026e-01]]"
349,0,POINT (818829.4289375858 2180763.399522155),"[[ 4.090000e+02  6.010000e+02  5.830000e+02  9.080000e+02  2.427000e+03
  -6.030383e-01  6.126246e-01]]"
350,0,POINT (821691.0603781282 2184175.6816424076),"[[ 4.540000e+02  7.860000e+02  6.250000e+02  1.159000e+03  3.042000e+03
  -5.893417e-01  6.591219e-01]]"
351,0,POINT (820787.2362683915 2184318.695590521),"[[ 4.6300000e+02  7.4600000e+02  7.0100000e+02  1.1620000e+03
   2.9220000e+03 -5.9323883e-01  6.1302787e-01]]"
352,0,POINT (820885.2194239222 2184416.071999508),"[[ 3.180000e+02  6.050000e+02  4.310000e+02  1.036000e+03  3.281000e+03
  -6.886258e-01  7.677802e-01]]"
353,0,POINT (821025.3134361163 2184351.322179844),"[[ 2.6200000e+02  6.7000000e+02  4.2700000e+02  1.0890000e+03
   3.2980000e+03 -6.6229838e-01  7.7073824e-01]]"
354,0,POINT (820398.7664049028 2184329.3940888774),"[[ 4.960000e+02  8.300000e+02  7.040000e+02  1.217000e+03  2.895000e+03
  -5.543624e-01  6.087802e-01]]"
355,0,POINT (821254.3066418255 2184295.261644104),"[[ 3.6200000e+02  6.5600000e+02  5.0400000e+02  1.1460000e+03
   3.1920000e+03 -6.5904367e-01  7.2727275e-01]]"
356,0,POINT (821422.5077316423 2184252.2685380005),"[[ 2.7400000e+02  6.5800000e+02  3.9300000e+02  1.1400000e+03
   3.1820000e+03 -6.5729165e-01  7.8013986e-01]]"
357,0,POINT (803174.4501387349 2182816.381363998),"[[ 4.9600000e+02  6.9700000e+02  7.2400000e+02  1.0900000e+03
   2.9840000e+03 -6.2129855e-01  6.0949302e-01]]"
358,0,POINT (803367.3408593477 2182366.4507892183),"[[ 2.8100000e+02  4.7900000e+02  2.6900000e+02  8.4300000e+02
   3.4720000e+03 -7.5752974e-01  8.5618818e-01]]"
359,0,POINT (804062.4885256644 2181291.2469383543),"[[ 3.5700000e+02  5.5100000e+02  4.0900000e+02  9.1800000e+02
   3.0700000e+03 -6.9566417e-01  7.6487494e-01]]"
360,0,POINT (804891.2751629066 2180529.9105907558),"[[ 4.390000e+02  7.170000e+02  5.230000e+02  1.229000e+03  3.884000e+03
  -6.883286e-01  7.626503e-01]]"
361,0,POINT (804681.082767949 2180738.7851575115),"[[ 6.2200000e+02  7.9300000e+02  9.6100000e+02  1.1990000e+03
   2.7300000e+03 -5.4981548e-01  4.7927392e-01]]"
362,0,POINT (804696.8424930878 2180650.525017433),"[[ 4.970000e+02  7.040000e+02  7.690000e+02  1.285000e+03  3.289000e+03
  -6.473829e-01  6.209956e-01]]"
363,0,POINT (804585.5332190902 2181222.2856755895),"[[ 4.4100000e+02  6.4700000e+02  6.5800000e+02  1.0580000e+03
   3.1860000e+03 -6.6240543e-01  6.5764827e-01]]"
364,1,POINT (809854.2543305862 2181885.121534152),"[[ 1.6800000e+02  3.6100000e+02  2.0500000e+02  6.1600000e+02
   2.1190000e+03 -7.0887095e-01  8.2358003e-01]]"
365,1,POINT (807783.7984324143 2183371.787287402),"[[ 1.310000e+02  2.230000e+02  1.270000e+02  4.960000e+02  2.152000e+03
  -8.122105e-01  8.885476e-01]]"
366,1,POINT (810030.6494469075 2181983.8043600353),"[[ 1.6800000e+02  3.4000000e+02  2.0300000e+02  6.4300000e+02
   2.2960000e+03 -7.4203336e-01  8.3753502e-01]]"
367,1,POINT (809970.9410663408 2182343.954694538),"[[ 1.4100000e+02  2.6300000e+02  1.5300000e+02  5.4700000e+02
   2.0830000e+03 -7.7578861e-01  8.6314845e-01]]"
368,1,POINT (810033.7110639405 2182830.1658076216),"[[ 1.3000000e+02  2.5100000e+02  8.4000000e+01  4.4000000e+02
   2.0860000e+03 -7.8519469e-01  9.2258066e-01]]"
369,1,POINT (810108.7367916388 2181386.7053254223),"[[ 2.1200000e+02  4.1300000e+02  2.0200000e+02  7.6300000e+02
   2.7230000e+03 -7.3660713e-01  8.6188036e-01]]"
370,1,POINT (810955.4548654851 2181043.805764697),"[[ 3.0300000e+02  5.0100000e+02  3.5200000e+02  7.1100000e+02
   1.6600000e+03 -5.3632575e-01  6.5009940e-01]]"
371,1,POINT (808586.2040004795 2180028.706750142),"[[ 1.8700000e+02  4.0300000e+02  2.4700000e+02  7.4000000e+02
   2.0330000e+03 -6.6912973e-01  7.8333336e-01]]"
372,1,POINT (808581.5343017303 2179886.967125735),"[[ 2.5600000e+02  4.0900000e+02  3.3000000e+02  6.6500000e+02
   1.7440000e+03 -6.2006503e-01  6.8177438e-01]]"
373,1,POINT (816550.7031730692 2182134.0123022837),"[[ 1.3700000e+02  2.4800000e+02  1.1800000e+02  4.8100000e+02
   1.8930000e+03 -7.6833254e-01  8.8264543e-01]]"
374,1,POINT (817481.1769979177 2183892.8475744957),"[[ 1.180000e+02  2.650000e+02  1.280000e+02  5.360000e+02  2.140000e+03
  -7.796258e-01  8.871252e-01]]"
375,1,POINT (815845.7653390423 2184717.067228466),"[[ 1.5000000e+02  3.7900000e+02  1.0600000e+02  6.8800000e+02
   2.8660000e+03 -7.6640987e-01  9.2866755e-01]]"
376,1,POINT (815510.9037161259 2184318.0885035987),"[[ 1.0400000e+02  3.4000000e+02  9.8000000e+01  7.1900000e+02
   2.9980000e+03 -7.9628521e-01  9.3669254e-01]]"
377,1,POINT (815376.4259203668 2184067.8408636805),"[[ 1.5100000e+02  3.2700000e+02  1.3400000e+02  5.2300000e+02
   2.0710000e+03 -7.2727275e-01  8.7845802e-01]]"
378,1,POINT (816739.0880301216 2184757.7527030054),"[[ 1.090000e+02  3.340000e+02  9.300000e+01  7.070000e+02  2.879000e+03
  -7.920946e-01  9.374159e-01]]"
379,1,POINT (820914.9440912219 2184101.4550319198),"[[ 1.2400000e+02  2.2900000e+02  1.4600000e+02  5.1700000e+02
   2.0020000e+03 -7.9471087e-01  8.6405957e-01]]"
380,1,POINT (821959.089614159 2183783.9261235893),"[[ 1.4900000e+02  3.4500000e+02  1.6300000e+02  6.5400000e+02
   2.4710000e+03 -7.5497156e-01  8.7623388e-01]]"
381,1,POINT (818363.9026396032 2182936.593957637),"[[ 1.3000000e+02  2.7200000e+02  1.1400000e+02  5.9900000e+02
   2.3380000e+03 -7.9157090e-01  9.0701467e-01]]"
382,1,POINT (816895.9893023642 2182949.333310728),"[[ 1.1300000e+02  2.5300000e+02  6.6000000e+01  4.6500000e+02
   2.1350000e+03 -7.8810722e-01  9.4002724e-01]]"
383,1,POINT (805713.2844130972 2184054.8196739587),"[[ 1.220000e+02  2.690000e+02  1.530000e+02  5.370000e+02  2.006000e+03
  -7.635165e-01  8.582677e-01]]"
384,1,POINT (805664.0033269064 2182570.4133287747),"[[ 2.060000e+02  4.510000e+02  2.500000e+02  6.900000e+02  1.903000e+03
  -6.168224e-01  7.677659e-01]]"
385,1,POINT (805964.6413417959 2181037.0093203452),"[[ 2.050000e+02  4.170000e+02  2.850000e+02  7.390000e+02  1.842000e+03
  -6.308101e-01  7.320169e-01]]"
386,1,POINT (806887.3218322909 2179691.2498353706),"[[ 2.9400000e+02  4.3600000e+02  3.5900000e+02  7.0000000e+02
   1.5380000e+03 -5.5825734e-01  6.2150764e-01]]"
387,1,POINT (809464.1389814222 2182706.936654831),"[[ 8.700000e+01  2.700000e+02  6.600000e+01  5.400000e+02  2.474000e+03
  -8.032070e-01  9.480315e-01]]"
388,5,POINT (805962.5305877059 2182506.498374061),[[nan nan nan nan nan nan nan]]
389,5,POINT (805498.7578550281 2182755.2389527936),[[nan nan nan nan nan nan nan]]
390,2,POINT (806409.1958705685 2182838.175217774),"[[ 3.1000000e+02  5.8900000e+02  3.4900000e+02  9.4700000e+02
   1.2330000e+03 -3.5345775e-01  5.5878633e-01]]"
391,5,POINT (807677.4628830804 2181487.930033258),[[nan nan nan nan nan nan nan]]
392,5,POINT (808371.6294424544 2181618.571884804),[[nan nan nan nan nan nan nan]]
393,2,POINT (808832.5910749778 2181844.3442570046),"[[ 4.3400000e+02  8.0800000e+02  7.6000000e+02  1.3300000e+03
   1.2090000e+03 -1.9881012e-01  2.2803454e-01]]"
394,5,POINT (810037.2485359483 2181605.015418878),[[nan nan nan nan nan nan nan]]
395,2,POINT (811107.4861995366 2180600.2474490744),"[[ 2.8800000e+02  3.8000000e+02  5.2100000e+02  5.2800000e+02
   9.8300000e+02 -4.4240645e-01  3.0718085e-01]]"
396,2,POINT (813961.346249896 2181498.510669286),"[[ 2.4200000e+02  2.8500000e+02  3.1700000e+02  3.6600000e+02
   1.1090000e+03 -5.9110475e-01  5.5539972e-01]]"
397,2,POINT (816509.8075718621 2181228.4564064373),"[[ 7.8300000e+02  1.0300000e+03  1.3570000e+03  1.7230000e+03
   2.3540000e+03 -3.9125296e-01  2.6866072e-01]]"
398,5,POINT (821281.9246572922 2183210.394025668),[[nan nan nan nan nan nan nan]]
399,2,POINT (806276.2562354398 2180420.8802670846),"[[ 2.370000e+02  3.810000e+02  3.390000e+02  7.760000e+02  8.440000e+02
  -3.779592e-01  4.268808e-01]]"
400,2,POINT (808104.0015332729 2180409.913234005),"[[ 3.6800000e+02  4.0500000e+02  4.3500000e+02  5.6600000e+02
   1.1490000e+03 -4.7876447e-01  4.5075756e-01]]"
401,2,POINT (804985.8939660128 2182128.557384345),"[[ 3.4400000e+02  4.5400000e+02  5.0500000e+02  5.3800000e+02
   8.1600000e+02 -2.8503937e-01  2.3542771e-01]]"
402,5,POINT (803823.2493747029 2183254.107135338),[[nan nan nan nan nan nan nan]]
403,5,POINT (806870.2425467796 2182180.4325653696),[[nan nan nan nan nan nan nan]]
404,5,POINT (806817.0289060025 2181754.5930042136),[[nan nan nan nan nan nan nan]]
405,5,POINT (814965.9648086745 2182052.7711617444),[[nan nan nan nan nan nan nan]]
406,5,POINT (813316.9975163637 2181421.6417576843),[[nan nan nan nan nan nan nan]]
407,3,POINT (817828.4808384723 2182946.4951271946),"[[ 3.6300000e+02  3.4500000e+02  2.6900000e+02  3.0800000e+02
   4.4400000e+02 -1.2547529e-01  2.4544179e-01]]"
408,3,POINT (816553.7633454821 2183313.2864068835),"[[ 97.         49.         44.         80.        213.         -0.6259542
    0.6575875]]"
409,5,POINT (809776.9368004736 2180545.178109241),[[nan nan nan nan nan nan nan]]
410,5,POINT (808445.4515375326 2180904.527063579),[[nan nan nan nan nan nan nan]]
411,5,POINT (812352.9767712236 2180122.6978805475),[[nan nan nan nan nan nan nan]]
412,5,POINT (812053.242122878 2180149.317895468),[[nan nan nan nan nan nan nan]]
413,4,POINT (811856.8575712561 2180174.210537298),"[[ 6.4100000e+02  9.4200000e+02  1.0090000e+03  1.2410000e+03
   2.8630000e+03 -5.0486201e-01  4.7882232e-01]]"
414,5,POINT (815430.728931352 2179546.5125836385),[[nan nan nan nan nan nan nan]]
415,5,POINT (815382.6020165867 2179749.311863142),[[nan nan nan nan nan nan nan]]
416,4,POINT (815476.6251739395 2179570.34679841),"[[ 7.8200000e+02  9.6900000e+02  1.1270000e+03  1.4120000e+03
   2.4520000e+03 -4.3349898e-01  3.7021515e-01]]"
417,4,POINT (815465.9825852507 2179366.50488979),"[[ 1.1310000e+03  1.4530000e+03  1.4520000e+03  1.7990000e+03
   3.0030000e+03 -3.4784561e-01  3.4814814e-01]]"
418,4,POINT (803550.1916791336 2181774.70100705),"[[ 7.1100000e+02  9.4100000e+02  1.1030000e+03  1.3090000e+03
   2.5840000e+03 -4.6609929e-01  4.0168157e-01]]"
419,5,POINT (802483.2119841913 2183981.8590397523),[[nan nan nan nan nan nan nan]]
420,5,POINT (802519.9924382758 2183913.4455116824),[[nan nan nan nan nan nan nan]]
421,5,POINT (812661.9685230794 2180177.7013476426),[[nan nan nan nan nan nan nan]]
422,5,POINT (812548.2241076869 2180264.243736123),[[nan nan nan nan nan nan nan]]
423,5,POINT (812746.4528117683 2180235.8496391834),[[nan nan nan nan nan nan nan]]
424,5,POINT (812366.2496574898 2180076.8902549534),[[nan nan nan nan nan nan nan]]
425,5,POINT (811931.4826058605 2180083.437098894),[[nan nan nan nan nan nan nan]]
426,5,POINT (811938.0477938666 2180115.426067957),[[nan nan nan nan nan nan nan]]
427,0,POINT (805778.3754626596 2179592.49821418),"[[ 5.430000e+02  7.980000e+02  8.360000e+02  1.155000e+03  2.628000e+03
  -5.341506e-01  5.173210e-01]]"
428,0,POINT (805340.2669902405 2180002.8680414646),"[[ 5.710000e+02  7.700000e+02  8.980000e+02  1.113000e+03  3.272000e+03
  -6.190005e-01  5.693046e-01]]"
429,0,POINT (805128.3042297964 2180314.412485644),"[[ 4.780000e+02  6.620000e+02  5.140000e+02  1.114000e+03  3.260000e+03
  -6.624171e-01  7.276100e-01]]"
430,0,POINT (804282.7713353664 2181220.648772514),"[[ 2.0100000e+02  4.2800000e+02  2.9200000e+02  7.9800000e+02
   3.6140000e+03 -7.8822362e-01  8.5048646e-01]]"
431,0,POINT (804294.2019941394 2182010.487084834),"[[ 3.0200000e+02  5.1000000e+02  4.6200000e+02  9.1400000e+02
   2.9470000e+03 -7.0494646e-01  7.2895277e-01]]"
432,0,POINT (803031.98507598 2182711.272315776),"[[ 2.8900000e+02  4.8300000e+02  4.1600000e+02  8.5600000e+02
   2.9780000e+03 -7.2088993e-01  7.5486153e-01]]"
433,0,POINT (802997.3444944271 2182862.9334645877),"[[ 2.6200000e+02  4.5700000e+02  3.9700000e+02  8.7800000e+02
   2.9510000e+03 -7.3180753e-01  7.6284349e-01]]"
434,0,POINT (811537.6450744374 2180092.481076361),"[[ 3.8600000e+02  5.0800000e+02  6.3100000e+02  8.6500000e+02
   2.6670000e+03 -6.8000001e-01  6.1734384e-01]]"
435,0,POINT (813598.5310054515 2180404.8908175454),"[[ 3.5300000e+02  5.7900000e+02  6.0300000e+02  9.2100000e+02
   2.8860000e+03 -6.6580087e-01  6.5434223e-01]]"
436,0,POINT (813722.8130082601 2180428.3291027653),"[[ 4.3800000e+02  6.2500000e+02  6.9300000e+02  9.9600000e+02
   2.4540000e+03 -5.9402406e-01  5.5958056e-01]]"
437,0,POINT (815112.434870421 2179815.365494294),"[[ 2.8800000e+02  5.1700000e+02  3.8600000e+02  8.6200000e+02
   3.1860000e+03 -7.2076696e-01  7.8387457e-01]]"
438,0,POINT (818355.8360738828 2180549.509001061),"[[ 5.1500000e+02  6.7800000e+02  8.9500000e+02  1.0710000e+03
   2.0630000e+03 -5.0529003e-01  3.9486140e-01]]"
439,0,POINT (817933.911563315 2180634.0544241057),"[[ 3.5000000e+02  5.6000000e+02  6.1700000e+02  9.4000000e+02
   2.4040000e+03 -6.2213224e-01  5.9152597e-01]]"
440,0,POINT (818829.4289375858 2180763.399522155),"[[ 2.8400000e+02  4.7200000e+02  4.7100000e+02  8.0400000e+02
   2.3810000e+03 -6.6912025e-01  6.6970545e-01]]"
441,0,POINT (821691.0603781282 2184175.6816424076),"[[ 4.5900000e+02  7.4700000e+02  6.3600000e+02  1.0010000e+03
   2.6970000e+03 -5.6620210e-01  6.1836183e-01]]"
442,0,POINT (820787.2362683915 2184318.695590521),"[[ 4.2800000e+02  6.1900000e+02  6.6600000e+02  1.0040000e+03
   2.5880000e+03 -6.1396945e-01  5.9065765e-01]]"
443,0,POINT (820885.2194239222 2184416.071999508),"[[ 3.100000e+02  5.300000e+02  3.800000e+02  8.810000e+02  2.885000e+03
  -6.896047e-01  7.672282e-01]]"
444,0,POINT (821025.3134361163 2184351.322179844),"[[ 2.500000e+02  5.480000e+02  3.690000e+02  9.340000e+02  2.824000e+03
  -6.749703e-01  7.688694e-01]]"
445,0,POINT (820398.7664049028 2184329.3940888774),"[[ 5.5700000e+02  7.1300000e+02  7.6000000e+02  1.0600000e+03
   2.4920000e+03 -5.5507022e-01  5.3259534e-01]]"
446,0,POINT (821254.3066418255 2184295.261644104),"[[ 3.2500000e+02  6.0400000e+02  4.9200000e+02  9.4900000e+02
   2.9040000e+03 -6.5564424e-01  7.1024734e-01]]"
447,0,POINT (821422.5077316423 2184252.2685380005),"[[ 3.070000e+02  5.990000e+02  4.280000e+02  9.400000e+02  2.870000e+03
  -6.546555e-01  7.404488e-01]]"
448,0,POINT (803174.4501387349 2182816.381363998),"[[ 3.950000e+02  5.660000e+02  5.410000e+02  9.460000e+02  2.715000e+03
  -6.549832e-01  6.676904e-01]]"
449,0,POINT (803367.3408593477 2182366.4507892183),"[[ 2.0200000e+02  4.7000000e+02  2.5700000e+02  8.7700000e+02
   3.3090000e+03 -7.5125694e-01  8.5586089e-01]]"
450,0,POINT (804062.4885256644 2181291.2469383543),"[[ 2.5100000e+02  5.1700000e+02  3.6400000e+02  8.8200000e+02
   3.7130000e+03 -7.5555557e-01  8.2143736e-01]]"
451,0,POINT (804891.2751629066 2180529.9105907558),"[[ 3.7600000e+02  7.1200000e+02  5.1500000e+02  1.2230000e+03
   3.5540000e+03 -6.6619784e-01  7.4686652e-01]]"
452,0,POINT (804681.082767949 2180738.7851575115),"[[ 5.8600000e+02  8.2600000e+02  9.6900000e+02  1.2520000e+03
   2.4080000e+03 -4.8917750e-01  4.2611787e-01]]"
453,0,POINT (804696.8424930878 2180650.525017433),"[[ 4.0800000e+02  6.4400000e+02  6.9400000e+02  1.1980000e+03
   3.2090000e+03 -6.6571504e-01  6.4437610e-01]]"
454,0,POINT (804585.5332190902 2181222.2856755895),"[[ 3.260000e+02  5.760000e+02  4.960000e+02  9.460000e+02  2.801000e+03
  -6.588688e-01  6.991204e-01]]"
455,1,POINT (809854.2543305862 2181885.121534152),"[[ 1.8900000e+02  3.5200000e+02  1.7100000e+02  7.3500000e+02
   2.0670000e+03 -7.0897067e-01  8.4718502e-01]]"
456,1,POINT (807783.7984324143 2183371.787287402),"[[ 1.630000e+02  2.810000e+02  1.620000e+02  6.240000e+02  2.152000e+03
  -7.690095e-01  8.599827e-01]]"
457,1,POINT (810030.6494469075 2181983.8043600353),"[[ 1.7900000e+02  3.4700000e+02  1.8500000e+02  7.0100000e+02
   2.2190000e+03 -7.2954017e-01  8.4608984e-01]]"
458,1,POINT (809970.9410663408 2182343.954694538),"[[ 1.8500000e+02  3.5100000e+02  2.0200000e+02  6.8600000e+02
   2.1420000e+03 -7.1841156e-01  8.2764506e-01]]"
459,1,POINT (810033.7110639405 2182830.1658076216),"[[ 1.6400000e+02  3.1900000e+02  1.9500000e+02  6.4300000e+02
   1.8470000e+03 -7.0544785e-01  8.0901074e-01]]"
460,1,POINT (810108.7367916388 2181386.7053254223),"[[ 2.0100000e+02  4.5800000e+02  2.0200000e+02  8.5100000e+02
   2.8150000e+03 -7.2013444e-01  8.6609215e-01]]"
461,1,POINT (810955.4548654851 2181043.805764697),"[[ 2.450000e+02  4.620000e+02  3.400000e+02  8.200000e+02  1.900000e+03
  -6.088061e-01  6.964286e-01]]"
462,1,POINT (808586.2040004795 2180028.706750142),"[[ 2.4300000e+02  4.0700000e+02  2.4100000e+02  7.2200000e+02
   2.2910000e+03 -6.9829506e-01  8.0963665e-01]]"
463,1,POINT (808581.5343017303 2179886.967125735),"[[ 2.6400000e+02  3.8300000e+02  2.6300000e+02  6.4900000e+02
   1.6540000e+03 -6.2395680e-01  7.2561294e-01]]"
464,1,POINT (816550.7031730692 2182134.0123022837),"[[ 2.0900000e+02  3.5700000e+02  2.2100000e+02  7.3300000e+02
   2.0770000e+03 -7.0665568e-01  8.0765885e-01]]"
465,1,POINT (817481.1769979177 2183892.8475744957),"[[ 1.9300000e+02  4.1400000e+02  2.0200000e+02  7.5300000e+02
   2.3120000e+03 -6.9625825e-01  8.3929992e-01]]"
466,1,POINT (815845.7653390423 2184717.067228466),"[[ 2.090000e+02  4.780000e+02  2.260000e+02  8.870000e+02  2.899000e+03
  -7.169085e-01  8.553600e-01]]"
467,1,POINT (815510.9037161259 2184318.0885035987),"[[ 1.5900000e+02  4.4100000e+02  1.8400000e+02  9.0100000e+02
   3.0020000e+03 -7.4382806e-01  8.8449466e-01]]"
468,1,POINT (815376.4259203668 2184067.8408636805),"[[ 1.770000e+02  4.020000e+02  2.130000e+02  7.160000e+02  2.193000e+03
  -6.901734e-01  8.229426e-01]]"
469,1,POINT (816739.0880301216 2184757.7527030054),"[[ 1.6500000e+02  4.4500000e+02  1.9800000e+02  8.6100000e+02
   2.9940000e+03 -7.4120384e-01  8.7593985e-01]]"
470,1,POINT (820914.9440912219 2184101.4550319198),"[[ 1.6000000e+02  3.3600000e+02  1.7800000e+02  6.5000000e+02
   2.1340000e+03 -7.2793519e-01  8.4602076e-01]]"
471,1,POINT (821959.089614159 2183783.9261235893),"[[ 2.3700000e+02  4.4300000e+02  2.5000000e+02  7.6000000e+02
   2.5820000e+03 -7.0710742e-01  8.2344633e-01]]"
472,1,POINT (818363.9026396032 2182936.593957637),"[[ 2.0700000e+02  3.9500000e+02  2.0300000e+02  8.1100000e+02
   2.4720000e+03 -7.2445065e-01  8.4822428e-01]]"
473,1,POINT (816895.9893023642 2182949.333310728),"[[ 1.7600000e+02  3.6900000e+02  1.8700000e+02  7.0200000e+02
   2.2430000e+03 -7.1745789e-01  8.4609056e-01]]"
474,1,POINT (805713.2844130972 2184054.8196739587),"[[ 1.9600000e+02  3.8800000e+02  2.1700000e+02  6.3600000e+02
   1.9820000e+03 -6.7257386e-01  8.0263758e-01]]"
475,1,POINT (805664.0033269064 2182570.4133287747),"[[ 2.3200000e+02  4.7300000e+02  2.8500000e+02  9.2200000e+02
   2.0920000e+03 -6.3118911e-01  7.6020193e-01]]"
476,1,POINT (805964.6413417959 2181037.0093203452),"[[ 2.8700000e+02  4.4800000e+02  2.8800000e+02  7.9900000e+02
   2.1160000e+03 -6.5054601e-01  7.6039934e-01]]"
477,1,POINT (806887.3218322909 2179691.2498353706),"[[ 3.060000e+02  4.150000e+02  3.100000e+02  5.840000e+02  1.511000e+03
  -5.690550e-01  6.595277e-01]]"
478,1,POINT (809464.1389814222 2182706.936654831),"[[ 1.590000e+02  3.500000e+02  1.580000e+02  7.460000e+02  2.373000e+03
  -7.429306e-01  8.751482e-01]]"
479,5,POINT (805962.5305877059 2182506.498374061),[[nan nan nan nan nan nan nan]]
480,5,POINT (805498.7578550281 2182755.2389527936),[[nan nan nan nan nan nan nan]]
481,2,POINT (806409.1958705685 2182838.175217774),"[[ 2.7900000e+02  5.4900000e+02  4.2300000e+02  8.4500000e+02
   8.4800000e+02 -2.1403006e-01  3.3438239e-01]]"
482,5,POINT (807677.4628830804 2181487.930033258),[[nan nan nan nan nan nan nan]]
483,5,POINT (808371.6294424544 2181618.571884804),[[nan nan nan nan nan nan nan]]
484,2,POINT (808832.5910749778 2181844.3442570046),"[[ 3.2400000e+02  6.8000000e+02  5.2100000e+02  1.1350000e+03
   1.3610000e+03 -3.3365998e-01  4.4633368e-01]]"
485,5,POINT (810037.2485359483 2181605.015418878),[[nan nan nan nan nan nan nan]]
486,2,POINT (811107.4861995366 2180600.2474490744),"[[ 4.1400000e+02  4.3700000e+02  5.2600000e+02  5.9800000e+02
   9.6000000e+02 -3.7437364e-01  2.9205921e-01]]"
487,2,POINT (813961.346249896 2181498.510669286),"[[ 2.700000e+02  3.320000e+02  3.150000e+02  4.910000e+02  1.085000e+03
  -5.314044e-01  5.500000e-01]]"
488,2,POINT (816509.8075718621 2181228.4564064373),"[[ 6.9300000e+02  1.0470000e+03  1.3130000e+03  1.5580000e+03
   2.0570000e+03 -3.2538658e-01  2.2077151e-01]]"
489,5,POINT (821281.9246572922 2183210.394025668),[[nan nan nan nan nan nan nan]]
490,2,POINT (806276.2562354398 2180420.8802670846),"[[ 3.2000000e+02  4.2500000e+02  3.7700000e+02  7.3600000e+02
   9.5800000e+02 -3.8539407e-01  4.3520600e-01]]"
491,2,POINT (808104.0015332729 2180409.913234005),"[[ 3.200000e+02  3.490000e+02  3.770000e+02  4.840000e+02  1.210000e+03
  -5.522771e-01  5.248897e-01]]"
492,2,POINT (804985.8939660128 2182128.557384345),"[[ 3.9500000e+02  4.8400000e+02  5.5400000e+02  6.6500000e+02
   9.8000000e+02 -3.3879781e-01  2.7770534e-01]]"
493,5,POINT (803823.2493747029 2183254.107135338),[[nan nan nan nan nan nan nan]]
494,5,POINT (806870.2425467796 2182180.4325653696),[[nan nan nan nan nan nan nan]]
495,5,POINT (806817.0289060025 2181754.5930042136),[[nan nan nan nan nan nan nan]]
496,5,POINT (814965.9648086745 2182052.7711617444),[[nan nan nan nan nan nan nan]]
497,5,POINT (813316.9975163637 2181421.6417576843),[[nan nan nan nan nan nan nan]]
498,3,POINT (817828.4808384723 2182946.4951271946),"[[ 1.7200000e+02  1.7400000e+02  1.1600000e+02  2.0100000e+02
   2.5800000e+02 -1.9444445e-01  3.7967914e-01]]"
499,3,POINT (816553.7633454821 2183313.2864068835),"[[136.         134.         104.         159.         254.
   -0.30927834   0.41899443]]"
500,5,POINT (809776.9368004736 2180545.178109241),[[nan nan nan nan nan nan nan]]
501,5,POINT (808445.4515375326 2180904.527063579),[[nan nan nan nan nan nan nan]]
502,4,POINT (812352.9767712236 2180122.6978805475),"[[ 1.1150000e+03  1.4290000e+03  1.5670000e+03  1.6780000e+03
   2.5450000e+03 -2.8082538e-01  2.3784047e-01]]"
503,5,POINT (812053.242122878 2180149.317895468),[[nan nan nan nan nan nan nan]]
504,4,POINT (811856.8575712561 2180174.210537298),"[[ 6.840000e+02  9.230000e+02  9.050000e+02  1.252000e+03  3.140000e+03
  -5.456559e-01  5.525340e-01]]"
505,5,POINT (815430.728931352 2179546.5125836385),[[nan nan nan nan nan nan nan]]
506,4,POINT (815382.6020165867 2179749.311863142),"[[ 1.5920000e+03  2.4360000e+03  2.2710000e+03  2.7270000e+03
   4.3920000e+03 -2.8646749e-01  3.1832507e-01]]"
507,4,POINT (815476.6251739395 2179570.34679841),"[[ 1.0060000e+03  1.1930000e+03  1.3260000e+03  1.6140000e+03
   2.8980000e+03 -4.1676852e-01  3.7215909e-01]]"
508,4,POINT (815465.9825852507 2179366.50488979),"[[ 1.1710000e+03  1.4520000e+03  1.5410000e+03  1.7430000e+03
   3.2320000e+03 -3.8001707e-01  3.5428452e-01]]"
509,4,POINT (803550.1916791336 2181774.70100705),"[[ 7.9000000e+02  9.4800000e+02  1.0420000e+03  1.2640000e+03
   2.4590000e+03 -4.4349867e-01  4.0474150e-01]]"
510,5,POINT (802483.2119841913 2183981.8590397523),[[nan nan nan nan nan nan nan]]
511,4,POINT (802519.9924382758 2183913.4455116824),"[[ 9.9000000e+02  1.1630000e+03  1.1990000e+03  1.3650000e+03
   2.0510000e+03 -2.7629122e-01  2.6215383e-01]]"
